height,code,sender,type,pool_id,shares,token_1_amount, token_1_denom, token_2_amount, token_2_denom
4712280,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,7061189200877219366,190489,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,50723375,uosmo
4712281,5,osmo1ghswzufx33u93c0mx9pzey5q22fz9x783wp5dp,Join,577,6.03095E+15,17807266,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,1252774,uosmo
4712282,0,osmo1qx46s5gen6c88yaauh9jfttmfgdxnxxsckx0ce,Exit,608,214343024576287,396775031,ibc/8A34AF0C1943FD0DFCDE9ADBF0B2C9959C45E87E6088EA2FC6ADACD59261B8A2,480114,uosmo
4712282,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,704,1643460207350586666654,12990932310425481011,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,20313665250,uosmo
4712284,0,osmo15nrqqp9gcyvhpqxzd73awz4ad2qmt3qky20896,Exit,560,2078853461080700379,269191559,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,2097605,uosmo
4712284,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Exit,704,2463597650358503726746,18490104186862274090,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,28912612113,uosmo
4712284,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,10588237531253025275,271701,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,72349250,uosmo
4712285,0,osmo1ghswzufx33u93c0mx9pzey5q22fz9x783wp5dp,Join,619,522799243711982810,9430818,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,172605,uosmo
4712286,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,10586853575680562235,285597,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,76049526,uosmo
4712288,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,15874976597630835256,407232,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,108506441,uosmo
4712292,5,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,15874976597630835256,407222,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,108509037,uosmo
4712292,0,osmo1ghswzufx33u93c0mx9pzey5q22fz9x783wp5dp,Join,621,35878457112626542,221469490,ibc/307E5C96C8F60D1CBEE269A9A86C0834E1DB06F2B3788AE4F716EDB97A48B97D,77118,uosmo
4712294,5,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,15873233261860773794,427944,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,114091458,uosmo
4712296,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,15868150698746635447,427808,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,114054927,uosmo
4712296,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,704,1227482343996825502459,9697162028275231069,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,15125689250,uosmo
4712297,0,osmo1ghswzufx33u93c0mx9pzey5q22fz9x783wp5dp,Join,625,57388623484635835501,7464673,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,80793,uosmo
4712297,0,osmo1qyt7gwfxp0eh7k5cvmhj8ud8stlxnx6gmxtqe9,Exit,704,5673647077190103863,42635608538149958,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,66503268,uosmo
4712297,0,osmo15xq28alrsk6plt4dp7ag7pjvtyangmx6jtyg4c,Join,578,1018093787619047064,643580177,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,5790901538,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC
4712298,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,23794239475365185469,610195,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,162680141,uosmo
4712299,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Exit,704,1227482343996825120699,9224129734213021803,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,14387850749,uosmo
4712299,0,osmo1402fqvp93tk5lwysg26gxmqqvkfqkjnrqe92vu,Exit,560,73846934129279567662,9560716390,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,74526761,uosmo
4712300,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,23792880825327523138,641452,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,171012947,uosmo
4712302,0,osmo1402fqvp93tk5lwysg26gxmqqvkfqkjnrqe92vu,Exit,561,37324661654655701138,13491015476,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,567301,uosmo
4712302,0,osmo15xq28alrsk6plt4dp7ag7pjvtyangmx6jtyg4c,Join,578,98909687241,61,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,561,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC
4712303,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,704,1227482343996825501415,9697162028275230515,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,15125689250,uosmo
4712303,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,35677324508125772910,914916,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,243919395,uosmo
4712305,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Exit,704,1840182247851144129550,13809513834441843867,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,21540159310,uosmo
4712305,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,35676477525978038632,961812,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,256421995,uosmo
4712308,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,53496614236017075165,1371730,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,365764146,uosmo
4712310,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,53495257475412885320,1442039,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,384511530,uosmo
4712314,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,80215542374111716588,2057680,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,548182718,uosmo
4712317,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,80333355472975655617,2165615,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,577345190,uosmo
4712319,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,120458515737942123541,3088691,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,823433778,uosmo
4712320,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,704,1654587403118981846486,13050257616999638558,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,20365950498,uosmo
4712321,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,120056978703706639991,3237866,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,862363901,uosmo
4712322,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Exit,704,827293701559490843632,6206829842231536624,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,9686244750,uosmo
4712323,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,180022416017743519574,4617800,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1229891570,uosmo
4712324,0,osmo19x9ajefksppuaye5te7sn6qflp2jfwrat0v4cn,Join,704,1551809925251029376,12239618927937156,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,19100884,uosmo
4712324,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Exit,704,827293701559490843632,6206829842231534982,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,9686244750,uosmo
4712325,0,osmo1402fqvp93tk5lwysg26gxmqqvkfqkjnrqe92vu,Join,674,27862710496438237682,91314680294137614666,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,78578723,uosmo
4712325,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,180443098652734018264,4865954,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1295984375,uosmo
4712326,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,704,1654587403118674513385,13050257616997216747,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,20365950500,uosmo
4712327,0,osmo1n0yf6xfv8gj4wxm78x2uelj3y6u2fhd6u47kxa,Join,712,3820084681426217961,103014,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,27436737,uosmo
4712328,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,270567597530631911827,6939349,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1848206101,uosmo
4712328,0,osmo1sx3tqcz6m0m2cups6f6nr32htja68c368e92pw,Join,722,17521080045732421255,2029918812226937210,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,3313483,uosmo
4712328,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Exit,704,2480272275113925403004,18574273603053000533,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,28986610676,uosmo
4712330,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,270566321674665591515,7295155,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1942970523,uosmo
4712330,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,704,2480272516700879884403,19526802356468386526,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,30473106500,uosmo
4712332,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,405698839905980866610,10402721,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,2770630512,uosmo
4712332,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Exit,704,3717391917340038613228,27762493041859263037,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,43325547712,uosmo
4712333,0,osmo1vpdehzac9n8lz22xhz09kstttf8kedp246ud9j,Join,601,37077784384799930,2781525,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,821384,uosmo
4712334,5,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,405697509298311833348,10933897,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,2913308328,uosmo
4712337,5,osmo1vpdehzac9n8lz22xhz09kstttf8kedp246ud9j,Join,3,3977901917806531476,133315,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,40554,uosmo
4712341,0,osmo1vpdehzac9n8lz22xhz09kstttf8kedp246ud9j,Join,604,7904865342423,1657327,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,46867,uosmo
4712345,0,osmo10g3hzsme335q8r2g3p4y3x7s2pv587fwmpmsk7,Exit,690,28936683195071364606,43924337,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,3695374,uosmo
4712345,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,704,1942040607731129484131,15307262972445111574,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,23702139862,uosmo
4712346,0,osmo1vhjdpv0y4pg2h3y9a0wl3dlz23cj0vytskn54v,Join,704,52737428981289212,414613089881498,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,645305,uosmo
4712347,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Exit,704,2911008826295374653554,21704595484321693485,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,33837453256,uosmo
4712349,0,osmo13spdtehph7wkucf223nwm6csqn54clp2579yrt,Join,674,223857745109372037,735485848693728035,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,629753,uosmo
4712349,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,704,2914466274455301153866,22844751188665512094,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,35614955416,uosmo
4712350,0,osmo1qhkcafqy0mre0v50c2eyz8ldgz7cvpdm7qz8g4,Join,498,846293548551065969,382641,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,935909,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
4712351,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Exit,704,4367774041337522383880,32461550499457720182,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,50607540622,uosmo
4712353,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,704,2914466274455301153866,22771242483869866512,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,35500462193,uosmo
4712356,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Exit,704,4367774045207694118006,32357086951173841833,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,50444866763,uosmo
4712358,0,osmo1nmlt2tkcsp46m305euparp8z04w3cz2kscejvd,Exit,1,153841179004848698754,2014944,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,16029766,uosmo
4712358,5,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,704,5826887863975094518511,45368420892792930646,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,70765967549,uosmo
4712358,0,osmo1c90rh5le49rlet0gjmvaju4dwq88uftlk92ar0,Join,611,1768909412515817122,148881,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,41717500,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4
4712360,5,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,704,5825389081930445090159,45335331447098861020,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,70781258869,uosmo
4712360,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,63596243909010106084,1713706,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,456756092,uosmo
4712363,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,95361714986009898958,2444200,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,651455191,uosmo
4712363,0,osmo1dqg2c3c8ja8ya883nqw88avradgt4k2umrga98,Join,719,476051321050435696,21548,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,12762,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858
4712363,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,704,5795150034397192370894,45099999999999999391,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,70413840003,uosmo
4712366,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,95361690453429993917,2569542,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,684862973,uosmo
4712367,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Exit,704,8679678860249078643890,63847130406399686995,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,99683406322,uosmo
4712369,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,142992951188675108117,3664736,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,976765783,uosmo
4712372,5,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,142992942550918330830,3846602,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1028479413,uosmo
4712374,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,142883559510194492313,3843660,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1027692675,uosmo
4712378,0,osmo1s02ux6wssyh6h72sggrnq9tzksa7fuxrpuauwc,Join,704,56582846832348510,436921638653383,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,684167,uosmo
4712378,0,osmo1q9xh7eyt3c5k69srthh5av5v4fmhwdr0g77cxx,Join,604,82161379309698,17226072,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,487119,uosmo
4712378,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,214249630183536290343,5481653,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1465648615,uosmo
4712380,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,214249193368015241801,5762749,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1540807673,uosmo
4712382,0,osmo1xagvnjh07hxnv05a2gd60av6kjmvlncjlqs92c,Join,605,7930698446091320666775,44772084565,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,1836691,uosmo
4712382,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,321257030775551068235,8217999,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,2197276529,uosmo
4712383,0,osmo138rx6qvg5g0tnwykreamy9vszmlls5ykjtqttx,Join,678,57863024320967414993,304789575,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,262183827,uosmo
4712384,0,osmo1wt79k7kgtnepfph6c94ugsazpl0fg8mul45elk,Join,722,161486954722395145572,18708936021238094120,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,30539682,uosmo
4712384,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,321255611943264249556,8639397,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,2309947175,uosmo
4712387,0,osmo1tmz2udgyp33tsgdlwkqpm4x350fgm96aydvnrt,Join,712,283191302258078517,7612,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,2035703,uosmo
4712388,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,481701127595867357198,12318965,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3293768216,uosmo
4712390,0,osmo1y8wgseujtad9q30qslztj7ue75pq8a8ky5ec83,Join,497,1440572432023912658,1395918,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,4512918,uosmo
4712390,0,osmo1cww8ylq7ge7ps8776qvugasd6yks3c7u6wqyht,Exit,561,52349051312154575092,18822767641,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,799859,uosmo
4712391,5,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,481699774731182949169,12950703,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3462659100,uosmo
4712392,0,osmo1575dcet8r0pnz34f3c7dr97l2j8rl08vratfm6,Exit,690,75436141629428599,114506,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,9633,uosmo
4712392,5,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,1,473189163630798120217451,6510116778,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,51876432774,uosmo
4712393,5,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,481698919188223321184,12968722,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3457845500,uosmo
4712395,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,1,472940814348822810690786,6506981201,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,51846969667,uosmo
4712395,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,481367391513099426784,12959787,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3455468138,uosmo
4712397,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Exit,1,709103071716759345098912,9274731218,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,73900297335,uosmo
4712398,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Exit,712,721761653497295324642,18476548,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,4926402002,uosmo
4712400,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,1,709137001176904360157276,9750836997,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,77693678111,uosmo
4712402,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Exit,1,1063189153211515602779981,13893510601,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,110702081907,uosmo
4712409,0,osmo1s02ux6wssyh6h72sggrnq9tzksa7fuxrpuauwc,Join,704,275125536673485059,2128614314420159,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3320422,uosmo
4712409,5,osmo1qyt7gwfxp0eh7k5cvmhj8ud8stlxnx6gmxtqe9,Join,722,371252911828507544420,43197423294942672559,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,69901368,uosmo
4712411,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,1,531291840476453586223980,7288109170,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,58242248084,uosmo
4712413,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Exit,1,796581569958756333843361,10388266091,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,83000250037,uosmo
4712415,5,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,1,797267640199586389657963,10930612811,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,87330157763,uosmo
4712415,5,osmo1qyt7gwfxp0eh7k5cvmhj8ud8stlxnx6gmxtqe9,Join,722,371252911828507544420,43198586611417994622,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,69899489,uosmo
4712418,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,1,797191084384881684459947,10929574435,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,87321683327,uosmo
4712419,0,osmo1ucnayk6wfhhhuy4n392av40sj8getfvq9ssp3h,Exit,678,3349040236119261436,16790551,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14425694,uosmo
4712420,0,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Exit,1,1195183285008435157603823,15570964379,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,124404648732,uosmo
4712422,0,osmo1qyt7gwfxp0eh7k5cvmhj8ud8stlxnx6gmxtqe9,Join,722,371196813676194144137,43165058171638633237,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,69932740,uosmo
4712423,5,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,Join,1,1195172798807712991443967,16371291168,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,130767605483,uosmo
4712424,0,osmo1ucnayk6wfhhhuy4n392av40sj8getfvq9ssp3h,Exit,678,33828689253729913,169540,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,145765,uosmo
4712426,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,36495672100759694579,981604,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,262029373,uosmo
